item_id,item_kind,label,paper_id,year,section,evidence,paraphrase
FWP078.benchmark.multilattice_j1j2,benchmark,"Spin-1/2 J1-J2 Heisenberg model on square, honeycomb, triangular, and kagome lattices",NQSC078,2022,abstract,[redacted_for_public_release],The paper benchmarks across multiple lattice geometries.
FWP078.result.lcn_outperforms_gnn_frustrated,result_claim,LCN matches or improves GNN performance without hand-crafted structure encoding,NQSC078,2022,results,[redacted_for_public_release],The paper reports LCN represents ground states without explicit structure encoding.
FWP122.paper,paper,Transformer Wave Function for two dimensional frustrated magnets,NQSC122,2023,title,[redacted_for_public_release],Paper node for Viteritti et al. ViT frustrated magnets.
FWP122.benchmark.shastry_sutherland,benchmark,Shastry-Sutherland model phase diagram,NQSC122,2023,abstract,[redacted_for_public_release],The paper studies the Shastry-Sutherland frustrated magnet.
FWP122.future_work.other_many_body,future_work,Apply transformer wavefunction approach to other many-body problems,NQSC122,2023,conclusions,[redacted_for_public_release],The conclusion proposes extending the approach to other many-body problems.
OPW016.paper,paper,Variational Quantum Monte Carlo Method with a Neural-Network Ansatz for Open Quantum Systems,NQSC016,2019,title,[redacted_for_public_release],Paper node for Nagy and Savona open quantum systems NQS.
OPW016.benchmark.dissipative_xyz,benchmark,Two-dimensional dissipative XYZ spin model,NQSC016,2019,abstract,[redacted_for_public_release],The method is tested on a 2D dissipative XYZ spin model.
OPW016.limitation.timestep_stiffness,limitation,SR timestep must shrink with system size due to stiff unitary dynamics,NQSC016,2019,results,[redacted_for_public_release],The paper identifies stiffness and timestep scaling as a practical limitation.
OPW028.paper,paper,Geometry of learning neural quantum states,NQSC028,2019,title,[redacted_for_public_release],Paper node for Park and Kastoryano QFM geometry study.
OPW028.benchmark.spin_models,benchmark,TFI 2D TFI coherent Gibbs and XXZ models,NQSC028,2019,results,[redacted_for_public_release],The paper tests QFM observations across several spin-model settings.
OPW028.limitation.diagonal_not_general,limitation,Diagonal QFM approximations are not generally reliable,NQSC028,2019,conclusion,[redacted_for_public_release],The paper concludes diagonal QFM approximation depends on phase and is not generally effective.
OPW053.paper,paper,Learning Neural Network Quantum States with the Linear Method,NQSC053,2021,title,[redacted_for_public_release],Paper node for Frank and Kastoryano LM-for-NQS study.
OPW053.benchmark.tfi_j1j2_chemistry,benchmark,TFI J1-J2 and molecular Hamiltonian tests,NQSC053,2021,numerical results,[redacted_for_public_release],The paper compares LM and SR across spin and chemistry examples.
OPW053.limitation.variance_fragility,limitation,LM has larger variance and sign-structure fragility,NQSC053,2021,discussion,[redacted_for_public_release],The paper identifies accuracy/reliability tradeoffs and phase-learning fragility for LM.
OPW085.paper,paper,Scalable neural quantum states architecture for quantum chemistry,NQSC085,2022,title,[redacted_for_public_release],Paper node for Zhao Stokes and Veerapaneni scalable quantum chemistry NQS.
OPW085.method.reverse_sampling_order,method,Reverse autoregressive sampling uses Hamiltonian/encoding structure,NQSC085,2022,modeling,[redacted_for_public_release],The paper improves sampling by ordering qubits according to Jordan-Wigner structure.
OPW085.benchmark.molecules_76_qubits,benchmark,Quantum chemistry molecules up to 76 qubits and millions of Hamiltonian terms,NQSC085,2022,abstract,[redacted_for_public_release],The method is evaluated on molecular systems up to 76 qubits.
OPW085.result.state_of_art_scaling,result_claim,Algorithm scales to 76 qubits and achieves state-of-the-art performance,NQSC085,2022,experiments,[redacted_for_public_release],The paper reports strong molecular energy performance and scaling.
OPW109.paper,paper,NNQS-Transformer: an Efficient and Scalable Neural Network Quantum States Approach for Ab initio Quantum Chemistry,NQSC109,2023,title,[redacted_for_public_release],Paper node for Wu et al. QiankunNet transformer quantum chemistry NQS.
OPW109.benchmark.chemistry_120_qubits,benchmark,Real chemical systems including benzene with 120 qubits,NQSC109,2023,evaluation,[redacted_for_public_release],The method is tested on large molecular systems including 120-qubit benzene.
OPW109.limitation.bas_parallel_tradeoff,limitation,Batched autoregressive sampling can trade sampling savings against parallelization efficiency,NQSC109,2023,evaluation,[redacted_for_public_release],The paper notes larger-scale parallelization may suffer from unique-sample fluctuations and tree structure.
APW001.paper,paper,Efficient Representation of Quantum Many-body States with Deep Neural Networks,NQSC001,2017,title,[redacted_for_public_release],Paper node for Gao and Duan DBM expressivity study.
APW001.result.dbm_represents_physical_states,result_claim,DBMs efficiently represent circuit states and gapped local-Hamiltonian ground states,NQSC001,2017,introduction,[redacted_for_public_release],The paper proves efficient DBM representation for broad physical state classes.
APW001.limitation.rbm_complexity_barrier,limitation,RBMs cannot efficiently represent some physical states under complexity assumptions,NQSC001,2017,introduction,[redacted_for_public_release],The paper identifies a complexity-theoretic RBM limitation.
APW034.paper,paper,Recurrent Neural Network Wave Functions,NQSC034,2020,title,[redacted_for_public_release],Paper node for Hibat-Allah et al. RNN wavefunction study.
APW034.problem.vanilla_rnn_long_distance,limitation,Vanilla RNNs struggle with long-distance correlations,NQSC034,2020,autoregressive property,[redacted_for_public_release],The paper names long-distance correlation training as a vanilla RNN limitation.
APW034.method.rnn_wavefunction_autoregressive,method,Autoregressive RNN variational wavefunctions,NQSC034,2020,introduction,[redacted_for_public_release],The method combines RNNs with variational optimization for many-body ground states.
APW034.benchmark.spin_models,benchmark,One-dimensional and two-dimensional spin models,NQSC034,2020,abstract,[redacted_for_public_release],The paper evaluates RNN wavefunctions on condensed-matter spin models.
APW060.paper,paper,Autoregressive neural-network wavefunctions for ab initio quantum chemistry,NQSC060,2021,title,[redacted_for_public_release],Paper node for Barrett Malyshev and Lvovsky NAQS chemistry study.
APW060.method.unique_configuration_sampling,method,Sampling cost scales with unique configuration strings,NQSC060,2021,efficient sampling,[redacted_for_public_release],The sampling method avoids redundant repeated configurations in large batches.
APW060.method.physical_priors_constraints,method,Physical priors are hard-coded into the autoregressive ansatz,NQSC060,2021,physical constraints,[redacted_for_public_release],The architecture enforces electron-number and symmetry constraints before training.
APW060.benchmark.molecules_30_spin_orbitals,benchmark,Molecules up to 30 spin-orbitals,NQSC060,2021,abstract,[redacted_for_public_release],The paper evaluates second-quantized NAQS on molecular systems up to 30 spin-orbitals.
APW060.limitation.local_energy_barrier,limitation,Local-energy evaluation becomes the remaining scaling barrier,NQSC060,2021,discussion,[redacted_for_public_release],The paper states that VMC local-energy cost limits further scaling once sampling improves.
APW084.paper,paper,Transformer Quantum State: A Multi-Purpose Model for Quantum Many-Body Problems,NQSC084,2022,title,[redacted_for_public_release],Paper node for Zhang and Di Ventra TQS study.
APW084.benchmark.tfi_family,benchmark,Family of one-dimensional transverse-field Ising Hamiltonians,NQSC084,2022,results,[redacted_for_public_release],The main benchmark is a family of TFI Hamiltonians over field and system size.
APW084.limitation.phase_boundary_extrapolation,limitation,TQS can invent a fictitious transition without phase-boundary data,NQSC084,2022,results,[redacted_for_public_release],The paper identifies a failure mode of interpolation across missing critical data.
APW090.paper,paper,A Self-Attention Ansatz for Ab-initio Quantum Chemistry,NQSC090,2022,title,[redacted_for_public_release],Paper node for von Glehn Spencer and Pfau Psiformer study.
APW090.benchmark.large_molecules_atoms,benchmark,Atoms and molecules up to benzene dimer and carbon tetrachloride,NQSC090,2022,experiments,[redacted_for_public_release],The paper evaluates Psiformer on heavy atoms and large molecular systems.
APW090.limitation.relative_binding_not_solved,limitation,Psiformer absolute energy improves but binding-energy prediction remains future work,NQSC090,2022,experiments,[redacted_for_public_release],The paper cautions that relative binding energy was not settled.
HPM026.paper,paper,Fermionic neural-network states for ab-initio electronic structure,NQSC026,2019,title,[redacted_for_public_release],"Paper node for Choo, Mezzacapo, and Carleo fermionic NQS for ab-initio electronic structure."
HPM026.method.fermion_to_spin_rbm,method,Map fermionic Hamiltonians to spin Hamiltonians and solve with RBM NQS,NQSC026,2019,introduction,[redacted_for_public_release],The method directly encodes electronic configurations by fermion-to-spin mappings and then applies spin-based NQS.
HPM026.benchmark.diatomic_minimal_basis,benchmark,Diatomic molecules in minimal Gaussian basis sets,NQSC026,2019,introduction,[redacted_for_public_release],The paper benchmarks on small molecules in minimal basis sets.
HPM026.limitation.uniform_sampling_large_basis,limitation,Uniform Born sampling bottlenecks larger basis sets,NQSC026,2019,sampling larger basis sets,[redacted_for_public_release],The paper identifies inefficient uniform sampling as the most significant bottleneck for larger molecules and basis sets.
HPM026.future.alternative_sampling_deeper_networks,future_work,Develop alternative sampling and explore deeper neural architectures,NQSC026,2019,outlook,[redacted_for_public_release],"The outlook proposes alternatives to uniform sampling, deeper networks, and comparisons with other neural-network quantum chemistry methods."
HPM002.paper,paper,Neural network representation of tensor network and chiral states,NQSC002,2017,title,[redacted_for_public_release],Paper node for Huang and Moore on NQS expressivity relative to tensor networks and chiral states.
HPM002.result.tn_not_weaker,result_claim,Neural-network representational power is at least not weaker than tensor networks,NQSC002,2017,introduction,[redacted_for_public_release],The paper states NQS can match tensor-network representational power.
HPM002.result.chiral_beyond_tn,result_claim,Neural networks may go beyond tensor networks for chiral topological states,NQSC002,2017,introduction,[redacted_for_public_release],The chiral-state construction is interpreted as evidence NQS can exceed tensor-network capabilities.
HPM003.paper,paper,Approximating quantum many-body wave-functions using artificial neural networks,NQSC003,2017,title,[redacted_for_public_release],Paper node for Cai and Liu feed-forward ANN wavefunction approximation.
HPM003.problem.sign_problem_nonsmooth,problem,Sign-changing wave functions are difficult for simple ANNs,NQSC003,2017,introduction,[redacted_for_public_release],The paper identifies sign-changing characteristic functions as a key difficulty for ANN wavefunction learning.
HPM003.benchmark.free_and_j1j2,benchmark,Free bosons/fermions and frustrated J1-J2 Heisenberg models,NQSC003,2017,abstract,[redacted_for_public_release],The paper benchmarks both simple free-particle systems and frustrated quantum magnetism.
HPM003.future.systematic_architecture_understanding,future_work,"Develop symmetry, CNN architectures, and systematic understanding of validity and limits",NQSC003,2017,conclusion and outlook,[redacted_for_public_release],"The outlook calls for Hamiltonian symmetries, advanced architectures, and systematic understanding."
HPM030.paper,paper,Quantum many-body dynamics in two dimensions with artificial neural networks,NQSC030,2020,title,[redacted_for_public_release],Paper node for Schmitt and Heyl on 2D real-time dynamics with ANN wavefunctions.
HPM030.benchmark.2d_tfi_quenches,benchmark,2D transverse-field Ising model quenches,NQSC030,2020,transverse-field Ising model,[redacted_for_public_release],The paper evaluates dynamics of the 2D transverse-field Ising model.
HPM030.future.long_range_no_translation,future_work,Extend dynamics to long-range and non-translation-invariant systems,NQSC030,2020,discussion,[redacted_for_public_release],The discussion proposes extensions to longer-ranged and non-translationally invariant systems.
HPM083.paper,paper,Supplementing RNN Wave Functions with Symmetry and Annealing to Improve Accuracy,NQSC083,2022,title,[redacted_for_public_release],"Paper node for Hibat-Allah, Melko, and Carrasquilla on RNN symmetry and annealing."
HPM083.problem.frustrated_sign_problem,problem,Frustrated quantum systems remain challenging because of the sign problem,NQSC083,2022,introduction,[redacted_for_public_release],The paper motivates frustrated systems as difficult for neural quantum states.
HPM083.method.2d_crnn_symmetry,method,2D complex RNN wavefunction with U(1) and lattice symmetries,NQSC083,2022,methods,[redacted_for_public_release],The method uses complex 2D RNN wavefunctions and incorporates symmetries.
HPM083.method.annealing,method,Variational annealing with pseudo-entropy to overcome local minima,NQSC083,2022,variational annealing,[redacted_for_public_release],The method adds a pseudo-temperature/entropy term to VMC optimization.
HPM083.benchmark.square_triangular_heisenberg,benchmark,Square and triangular 2D Heisenberg models,NQSC083,2022,results,[redacted_for_public_release],The paper benchmarks on square and triangular Heisenberg models.
HPM083.result.beats_dmrg_triangular,result_claim,RNN with annealing beats DMRG on large triangular lattices,NQSC083,2022,triangular lattice results,[redacted_for_public_release],The paper reports better variational energy than DMRG for system sizes at least 14 by 14.
HPM007.paper,paper,Constructing exact representations of quantum many-body systems with deep neural networks,NQSC007,2018,title,[redacted_for_public_release],"Paper node for Carleo, Nomura, and Imada DBM exact construction."
HPM007.benchmark.tfi_heisenberg,benchmark,Transverse-field Ising and Heisenberg models,NQSC007,2018,abstract,[redacted_for_public_release],The paper implements examples for TFI and Heisenberg models.
HPM007.result.exact_deterministic,result_claim,Compact exact network representations are obtained without stochastic optimization,NQSC007,2018,abstract,[redacted_for_public_release],The paper reports deterministic exact DBM constructions.
HPM007.future.improve_rbm,future_work,Use DBM schemes to systematically improve existing RBM variational results,NQSC007,2018,discussion,[redacted_for_public_release],The paper proposes DBM schemes as a route to improve shallow RBM results.
HPM010.paper,paper,Local-measurement-based quantum state tomography via neural networks,NQSC010,2018,title,[redacted_for_public_release],Paper node for neural-network local-measurement quantum state tomography.
HPM010.method.local_measurement_nn,method,Feed-forward neural network maps local measurements to Hamiltonian and ground state,NQSC010,2018,introduction,[redacted_for_public_release],The method turns local-measurement tomography into supervised regression.
HPM010.benchmark.four_seven_nmr,benchmark,4-qubit and 7-qubit local Hamiltonian ground states plus 4-qubit NMR experiment,NQSC010,2018,introduction,[redacted_for_public_release],The paper evaluates simulations up to seven qubits and an NMR experiment.
HPM010.limitation.excited_states_unstable,limitation,Excited states are not close under the same reverse-engineering approach,NQSC010,2018,discussion,[redacted_for_public_release],The discussion notes that excited-state recovery is harder than ground-state recovery.
HPM011.paper,paper,Backflow Transformations via Neural Networks for Quantum Many-Body Wave-Functions,NQSC011,2018,title,[redacted_for_public_release],Paper node for Luo and Clark neural network backflow.
HPM011.method.nn_backflow,method,Neural network backflow modifies single-particle orbitals configuration-dependently,NQSC011,2018,neural network backflow,[redacted_for_public_release],The method uses a feed-forward network to implement configuration-dependent backflow.
HPM011.benchmark.hubbard_kagome,benchmark,Doped Hubbard models and kagome Heisenberg benchmark,NQSC011,2018,results,[redacted_for_public_release],The paper benchmarks NNB on Hubbard systems and a kagome Heisenberg model.
HPM011.interpretation.alter_sign_structure,interpretation,NNB directly changes sign structure while retaining mean-field physics,NQSC011,2018,introduction,[redacted_for_public_release],The paper interprets NNB as combining neural flexibility with a mean-field prior.
HPM011.future.generalize_spin_continuum,future_work,Generalize NNB to frustrated spin systems and continuum fermions,NQSC011,2018,conclusion,[redacted_for_public_release],The conclusion proposes extending NNB beyond lattice fermions.
HPM037.paper,paper,VMC calculations of A<=4 nuclei with an artificial neural-network correlator ansatz,NQSC037,2020,title,[redacted_for_public_release],Paper node for ANN correlator ansatz in light nuclei.
HPM037.method.deep_sets_correlator,method,Permutation-invariant Deep Sets ANN spin-isospin correlator,NQSC037,2020,variational wave function,[redacted_for_public_release],The method uses Deep Sets to build permutation-invariant ANN correlators.
HPM037.benchmark.light_nuclei,benchmark,A<=4 nuclei with leading-order pionless EFT Hamiltonian,NQSC037,2020,introduction,[redacted_for_public_release],The paper evaluates light nuclei with LO pionless EFT interactions.
HPM037.limitation.missing_spin_isospin,limitation,Remaining GFMC gap comes from missing spin-isospin dependent correlations,NQSC037,2020,results and discussion,[redacted_for_public_release],The paper identifies missing spin-isospin correlations as the residual source of error.
HPM037.future.spin_backflow_medium_mass,future_work,Add spin-dependent backflow correlations and move toward medium-mass nuclei,NQSC037,2020,conclusions,[redacted_for_public_release],The paper proposes spin-dependent backflow as a route to accurate medium-mass nuclear QMC.
HPM059.paper,paper,Determinant-free fermionic wave function using feed-forward neural networks,NQSC059,2021,title,[redacted_for_public_release],Paper node for determinant-free fermionic FCNN wavefunctions.
HPM059.problem.fermionic_sign_difficulty,problem,Fermionic and frustrated systems are difficult because of complicated sign structures,NQSC059,2021,introduction,[redacted_for_public_release],The paper frames sign structure as a difficulty for fermionic and frustrated systems.
HPM059.benchmark.hubbard_square,benchmark,2D Hubbard model on square lattices,NQSC059,2021,results,[redacted_for_public_release],The paper benchmarks on 4 by 4 and 6 by 6 Hubbard systems.
HPM059.future.large_scale_optimization,future_work,Develop more efficient optimization for larger-scale determinant-free fermionic NQS,NQSC059,2021,concluding remarks,[redacted_for_public_release],The conclusion leaves larger-scale applications and optimization techniques for future work.
HPM117.paper,paper,Autoregressive neural quantum states with quantum number symmetries,NQSC117,2023,title,[redacted_for_public_release],Paper node for symmetry-aware ANQS.
HPM117.problem.anqs_symmetry_sampling,problem,Standard autoregressive sampling makes quantum-number symmetries hard to incorporate,NQSC117,2023,abstract,[redacted_for_public_release],The paper frames symmetry-compliant autoregressive sampling as the key challenge.
HPM117.method.symmetry_aware_pruning,method,Polynomial physicality check prunes unphysical autoregressive subtrees,NQSC117,2023,physicality evaluation algorithm,[redacted_for_public_release],The method makes autoregressive sampling symmetry-aware by pruning impossible partial samples.
HPM117.benchmark.molecules,benchmark,Electronic-structure calculations across multiple molecules,NQSC117,2023,system description,[redacted_for_public_release],The paper showcases the method on molecular electronic structure calculations.
HPM117.limitation.dus_sample_loss,limitation,DUS pruning can lose samples and stall larger-molecule optimization,NQSC117,2023,loss of samples,[redacted_for_public_release],The paper identifies a practical sampling risk for one pruning strategy.
CSSA024.paper,paper,Ab-Initio Solution of the Many-Electron Schrodinger Equation with Deep Neural Networks,NQSC024,2019,title,[redacted_for_public_release],Paper node for the FermiNet ab-initio electronic-structure work.
CSSA024.method.ferminet,method,FermiNet as a determinant of permutation-equivariant multi-electron orbitals,NQSC024,2019,Fermionic Neural Network Architecture,[redacted_for_public_release],FermiNet replaces fixed single-electron orbitals with learned permutation-equivariant multi-electron functions in determinants.
CSSA024.benchmark.strong_correlation,benchmark,N2 dissociation and hydrogen chain as strongly correlated benchmarks,NQSC024,2019,abstract,[redacted_for_public_release],The benchmark set emphasizes stretched molecular systems beyond easy equilibrium geometries.
CSSA024.limitation.scaling_unknown,limitation,Constant-accuracy scaling of FermiNet remains unresolved,NQSC024,2019,Scaling and Computation Time,[redacted_for_public_release],The paper leaves open how network and sampling sizes must scale with system size.
CSSA024.future.projector_qmc,future_work,FermiNet could serve as a trial wavefunction for projector QMC,NQSC024,2019,Discussion,[redacted_for_public_release],The discussion identifies projector QMC trial functions as a future use of FermiNet.
CSSA025.paper,paper,Deep neural network solution of the electronic Schrodinger equation,NQSC025,2019,title,[redacted_for_public_release],Paper node for the PauliNet deep QMC work.
CSSA025.method.paulinetsjb,method,PauliNet multi-determinant Slater-Jastrow-backflow neural ansatz,NQSC025,2019,Deep neural network electronic wave function ansatz,[redacted_for_public_release],"PauliNet combines Slater determinants, Jastrow/backflow structure, cusp conditions, and neural networks."
CSSA025.benchmark.deepwf_set,benchmark,"H2, LiH, Be, B, and H10 test systems",NQSC025,2019,Approaching exact solution with few determinants,[redacted_for_public_release],"The paper tests PauliNet on small molecules, atoms, and a strongly correlated hydrogen chain."
CSSA025.limitation.strong_corr_stretch,limitation,Stretched H10 reduces recovered correlation energy,NQSC025,2019,Capturing strong correlation,[redacted_for_public_release],The paper notes lower performance for stretched strongly correlated H10.
CSSA051.paper,paper,Simulations of state-of-the-art fermionic neural network wave functions with diffusion Monte Carlo,NQSC051,2021,title,[redacted_for_public_release],Paper node for the FermiNet* plus DMC study.
CSSA051.problem.efficiency_tuning,problem,Fermionic NQS still need efficiency and size tuning,NQSC051,2021,Related Work,[redacted_for_public_release],The paper identifies efficiency and network-size understanding as open issues.
CSSA051.method.ferminetstar,method,FermiNet* resource-reduced FermiNet implementation,NQSC051,2021,Fermi Net*,[redacted_for_public_release],FermiNet* alters the FermiNet implementation to reduce operation count and wall time.
CSSA051.method.dmc,method,Diffusion Monte Carlo applied after FermiNet* VMC optimization,NQSC051,2021,Diffusion Monte Carlo,[redacted_for_public_release],The study applies a simplified DMC implementation to FermiNet* trial wavefunctions.
CSSA051.benchmark.atoms,benchmark,Second-period atoms Be-Ne and carbon cation,NQSC051,2021,abstract,[redacted_for_public_release],The benchmark set covers atoms Be-Ne and C+.
CSSA051.limitation.autocorr_errorbars,limitation,DMC improves energy but can increase error bars through autocorrelation,NQSC051,2021,Results and Discussion,[redacted_for_public_release],The paper flags DMC autocorrelation and anomalous walker behavior as analysis risks.
NQSC069.paper,paper,Explicitly antisymmetrized neural network layers for variational Monte Carlo simulation,NQSC069,2021,title,[redacted_for_public_release],"Paper node for Lin, Goldshlager, and Lin on explicitly antisymmetrized layers in neural VMC."
NQSC069.benchmark.small_atoms_h4_n2,benchmark,"Small atoms, square H4, and stretched nitrogen molecule benchmark antisymmetric layers",NQSC069,2021,Numerical Experiments,[redacted_for_public_release],"The experiments compare architectures on atoms, square H4, and stretched N2."
NQSC069.limitation.factorial_sign_cancellation,limitation,Explicit antisymmetrization suffers factorial scaling and sign-cancellation instability,NQSC069,2021,Numerical stability and computational cost of the antisymmetric layer,[redacted_for_public_release],The explicit antisymmetry diagnostic cannot scale to large systems because of factorial cost and numerical instability.
NQSC071.paper,paper,Neural-Network Quantum States for Periodic Systems in Continuous Space,NQSC071,2021,title,[redacted_for_public_release],Paper node for Pescia et al. on periodic continuous-space NQS.
NQSC071.method.periodic_fourier_coordinates,method,Truncated periodic Fourier coordinate map for periodic boundary conditions,NQSC071,2021,Periodic Boundary Conditions (PBCs),[redacted_for_public_release],The ansatz periodizes particle coordinates using Fourier features and periodic distance surrogates.
NQSC071.benchmark.helium_gaussian_cores,benchmark,One- and two-dimensional Gaussian cores and one-dimensional helium benchmarks,NQSC071,2021,Results,[redacted_for_public_release],The paper evaluates the ansatz on periodic helium and Gaussian-core systems.
NQSC071.limitation.two_dimensional_dmc_gap,limitation,Two-dimensional Gaussian-core accuracy remains below DMC,NQSC071,2021,Influence of Network Architecture,[redacted_for_public_release],The authors state that widening the network alone does not close the 2D DMC gap.
NQSC106.paper,paper,Message-Passing Neural Quantum States for the Homogeneous Electron Gas,NQSC106,2023,title,[redacted_for_public_release],Paper node for Pescia et al. on MP-NQS for HEG.
NQSC106.method.mp_nqs_backflow,method,MP-NQS uses permutation-equivariant message passing to build many-body backflow coordinates,NQSC106,2023,Message-Passing Neural Quantum States,[redacted_for_public_release],The method parameterizes backflow coordinates with a permutation-equivariant MPNN.
NQSC106.regime.heg_density_system_size,regime,"Three-dimensional HEG across densities $r_s \\in [1,200]$ up to $N=128$ electrons",NQSC106,2023,Results,[redacted_for_public_release],The experiments cover polarized and unpolarized HEG across density and size regimes.
NQSC106.benchmark.nqs_dmc_heg,benchmark,"HEG benchmarks against FermiNet, WAPNet, BF-DMC, FN-DMC, FCI, and DCD",NQSC106,2023,Results,[redacted_for_public_release],The paper benchmarks MP-NQS against NQS and QMC/chemistry baselines.
NQSC120.paper,paper,Unifying view of fermionic neural network quantum states: From neural network backflow to hidden fermion determinant states,NQSC120,2023,title,[redacted_for_public_release],Paper node for Liu and Clark on NNBF/HFDS expressivity relations.
NQSC120.benchmark.hubbard_4x4,benchmark,4x4 periodic Hubbard model at $U/t=8$ and one-eighth hole doping,NQSC120,2023,Model and Wave Function Architecture,[redacted_for_public_release],The numerical comparison uses a periodic 4x4 Hubbard benchmark.
NQSC120.future.unifying_nqs_components,future_work,Unifying NQS components may lead to more accurate and scalable ansatzes,NQSC120,2023,Summary and Overview,[redacted_for_public_release],The paper frames component identification as a route to better NQS.
CSS045.paper,paper,Kinetic samplers for neural quantum states,NQSC045,2020,title,[redacted_for_public_release],"Paper node for Bagrov, Iliasov, and Westerhout on kinetic sampling for NQS."
CSS045.problem.autoregressive_symmetry_tradeoff,problem,Autoregressive exact sampling makes symmetry implementation problematic,NQSC045,2020,introduction,[redacted_for_public_release],The paper frames exact generative sampling as attractive but difficult to combine with broad lattice symmetries.
CSS045.benchmark.frustrated_spin_models,benchmark,J1-J2 square-lattice and kagome Heisenberg sampling benchmarks,NQSC045,2020,Benchmarks,[redacted_for_public_release],The paper benchmarks samplers on square-lattice J1-J2 and kagome Heisenberg ground-state distributions.
CSS045.future.tabu_symmetry_adaptation,future_work,Adapt Tabu/self-avoiding kinetic sampling to symmetry-adapted bases,NQSC045,2020,Conclusions,[redacted_for_public_release],The outlook identifies non-Markovian Tabu-style kinetic sampling with symmetries as future work.
CSS080.paper,paper,Hidden-nucleons neural-network quantum states for the nuclear many-body problem,NQSC080,2022,title,[redacted_for_public_release],"Paper node for Lovato, Adams, Carleo, and Rocco on hidden-nucleon NQS for nuclei."
CSS080.method.hidden_nucleon_ansatz,method,Hidden-nucleon determinant ansatz with fictitious nucleon degrees of freedom,NQSC080,2022,Hidden-nucleon wave function,[redacted_for_public_release],The ansatz augments visible nuclear coordinates with hidden nucleons whose coordinates are functions of the visible ones.
CSS080.limitation.nonphysical_metropolis_states,limitation,Hidden-nucleon ansatz can assign amplitude to nonphysical spin-isospin sectors,NQSC080,2022,Symmetries and sampling,[redacted_for_public_release],The paper notes that constrained Metropolis walks are required to avoid nonphysical isospin and spin-projection sectors.
CSS080.benchmark.light_and_oxygen_nuclei,benchmark,"H3, He3, He4, and O16 nuclear ground-state benchmarks",NQSC080,2022,Introduction,[redacted_for_public_release],The paper evaluates the ansatz on light nuclei and on oxygen-16 against HH and AFDMC references.
DTO013.paper,paper,Reconstructing quantum states with generative models,NQSC013,2018,title,[redacted_for_public_release],Paper node for Carrasquilla et al. generative-model tomography.
DTO013.method.ic_povm_distribution,method,Reduce tomography to learning informationally complete POVM statistics,NQSC013,2018,abstract,[redacted_for_public_release],The method turns tomography into unsupervised learning of IC measurement statistics.
DTO013.method.generative_model_distribution,method,Infer density matrices from expressive neural generative measurement distributions,NQSC013,2018,method,[redacted_for_public_release],The paper learns the IC outcome distribution with neural generative models and reconstructs states from it.
DTO013.benchmark.mpo_mps_states,benchmark,Matrix-product and GHZ-style tomography benchmarks,NQSC013,2018,numerical experiments,[redacted_for_public_release],The numerical section uses structured many-body states to test reconstruction quality.
