link_id,from_item_id,to_item_id,paper_id,year,evidence_location,evidence
B0039,DTO178.limitation.explicit_unreliable,DTO178.future.alternatives_needed,NQSC178,2025,text/2507.17421v2/0_abstract_v4.tex:1,[redacted_for_public_release]
B0040,DTO201.paper,DTO201.problem.pointwise_qst_retraining,NQSC201,2026,text/2601.20950v1/main.tex:151-188,[redacted_for_public_release]
B0041,DTO201.paper,DTO201.method.hyperrbm_film,NQSC201,2026,text/2601.20950v1/main.tex:341-388,[redacted_for_public_release]
B0042,DTO201.paper,DTO201.method.conditional_distribution,NQSC201,2026,text/2601.20950v1/main.tex:217-225,[redacted_for_public_release]
B0043,DTO201.paper,DTO201.method.z2_symmetry_augmented,NQSC201,2026,text/2601.20950v1/main.tex:390-398,[redacted_for_public_release]
B0044,DTO201.paper,DTO201.benchmark.tfim_1d2d_phase,NQSC201,2026,text/2601.20950v1/main.tex:322-336,[redacted_for_public_release]
B0045,DTO201.paper,DTO201.evaluation.fidelity_susceptibility,NQSC201,2026,text/2601.20950v1/main.tex:414-423,[redacted_for_public_release]
B0046,DTO201.paper,DTO201.result.high_overlap_interpolation,NQSC201,2026,text/2601.20950v1/main.tex:770-795,[redacted_for_public_release]
B0047,DTO201.paper,DTO201.result.critical_peak,NQSC201,2026,text/2601.20950v1/main.tex:798-806,[redacted_for_public_release]
B0048,DTO201.paper,DTO201.future.nonstoquastic_complex,NQSC201,2026,text/2601.20950v1/main.tex:823-831,[redacted_for_public_release]
B0049,DTO201.method.hyperrbm_film,DTO201.problem.pointwise_qst_retraining,NQSC201,2026,text/2601.20950v1/main.tex:180-198,[redacted_for_public_release]
B0050,DTO201.method.conditional_distribution,DTO201.result.high_overlap_interpolation,NQSC201,2026,text/2601.20950v1/main.tex:217-795,[redacted_for_public_release]
B0051,DTO201.evaluation.fidelity_susceptibility,DTO201.result.critical_peak,NQSC201,2026,text/2601.20950v1/main.tex:604-806,[redacted_for_public_release]
B0052,DTO201.result.critical_peak,DTO201.future.nonstoquastic_complex,NQSC201,2026,text/2601.20950v1/main.tex:823-831,[redacted_for_public_release]
B0053,NQSC164.paper,NQSC164.problem.full_det_spin_relation,NQSC164,2025,text/2506.00155v3/6_resubmit/main-update-w-supp.tex:89,[redacted_for_public_release]
B0054,NQSC164.paper,NQSC164.method.expressivity_hierarchy,NQSC164,2025,text/2506.00155v3/6_resubmit/main-update-w-supp.tex:92-95,[redacted_for_public_release]
B0055,NQSC164.method.expressivity_hierarchy,NQSC164.problem.full_det_spin_relation,NQSC164,2025,text/2506.00155v3/6_resubmit/main-update-w-supp.tex:89-95,[redacted_for_public_release]
B0056,NQSC164.method.expressivity_hierarchy,NQSC164.assumption.spin_independent_projection,NQSC164,2025,text/2506.00155v3/6_resubmit/main-update-w-supp.tex:405-410,[redacted_for_public_release]
B0057,NQSC164.paper,NQSC164.benchmark.h3_2deg,NQSC164,2025,text/2506.00155v3/6_resubmit/main-update-w-supp.tex:660,[redacted_for_public_release]
B0058,NQSC164.paper,NQSC164.result.energy_bounds_confirmed,NQSC164,2025,text/2506.00155v3/6_resubmit/main-update-w-supp.tex:672-680,[redacted_for_public_release]
B0059,NQSC164.paper,NQSC164.limitation.full_det_spin_dependent_invalid,NQSC164,2025,text/2506.00155v3/6_resubmit/main-update-w-supp.tex:705,[redacted_for_public_release]
B0060,NQSC164.paper,NQSC164.future.spin_dependent_materials,NQSC164,2025,text/2506.00155v3/6_resubmit/main-update-w-supp.tex:712,[redacted_for_public_release]
B0061,NQSC199.paper,NQSC199.problem.nqs_loss_landscape,NQSC199,2026,text/2601.06939v1/main.tex:40-41,[redacted_for_public_release]
B0062,NQSC199.paper,NQSC199.method.geoneb,NQSC199,2026,text/2601.06939v1/main.tex:42,[redacted_for_public_release]
B0063,NQSC199.paper,NQSC199.method.psiformer_quantum_dot,NQSC199,2026,text/2601.06939v1/main.tex:87-110,[redacted_for_public_release]
B0064,NQSC199.method.geoneb,NQSC199.problem.nqs_loss_landscape,NQSC199,2026,text/2601.06939v1/main.tex:62-67,[redacted_for_public_release]
B0065,NQSC199.paper,NQSC199.benchmark.six_electron_quantum_dot,NQSC199,2026,text/2601.06939v1/main.tex:226-234,[redacted_for_public_release]
B0066,NQSC199.paper,NQSC199.result.low_energy_barrier,NQSC199,2026,text/2601.06939v1/main.tex:250-255,[redacted_for_public_release]
B0067,NQSC199.method.geoneb,NQSC199.evaluation.energy_angular_variance,NQSC199,2026,text/2601.06939v1/main.tex:278-282,[redacted_for_public_release]
B0068,NQSC199.result.low_energy_barrier,NQSC199.interpretation.mode_connectivity_benign,NQSC199,2026,text/2601.06939v1/main.tex:303-307,[redacted_for_public_release]
B0069,NQSC199.paper,NQSC199.limitation.jastrow_keystone_parameter,NQSC199,2026,text/2601.06939v1/main.tex:309-314,[redacted_for_public_release]
B0070,NQSC199.paper,NQSC199.future.freeze_jastrow_alpha,NQSC199,2026,text/2601.06939v1/main.tex:312,[redacted_for_public_release]
