link_id,from_item_id,to_item_id,paper_id,year,evidence_location,evidence
L0012,HPM011.paper,HPM002.paper,NQSC011,2018,extraction_waves/high_priority_mixed_coverage_wave_v0/text/1807.10770/main.bbl:361,[redacted_for_public_release]
L0013,HPM011.paper,HPM007.paper,NQSC011,2018,extraction_waves/high_priority_mixed_coverage_wave_v0/text/1807.10770/main.bbl:283,[redacted_for_public_release]
L0014,DTO013.paper,APW001.paper,NQSC013,2018,extraction_waves/dynamics_tomography_wave_v0/text/1810.10584/citation_backfill_thebibliography.bbl:223,[redacted_for_public_release]
L0015,DTO013.paper,FWP004.paper,NQSC013,2018,extraction_waves/dynamics_tomography_wave_v0/text/1810.10584/citation_backfill_thebibliography.bbl:306,[redacted_for_public_release]
L0016,DTO013.paper,DTO077.paper,NQSC013,2018,extraction_waves/dynamics_tomography_wave_v0/text/1810.10584/citation_backfill_thebibliography.bbl:184,[redacted_for_public_release]
L0017,DTO014.paper,APW001.paper,NQSC014,2018,extraction_waves/dynamics_tomography_wave_v0/text/1812.09329v2/main.bbl:112,[redacted_for_public_release]
L0018,DTO014.paper,FWP004.paper,NQSC014,2018,extraction_waves/dynamics_tomography_wave_v0/text/1812.09329v2/main.bbl:160,[redacted_for_public_release]
L0019,DTO014.paper,HPM007.paper,NQSC014,2018,extraction_waves/dynamics_tomography_wave_v0/text/1812.09329v2/main.bbl:106,[redacted_for_public_release]
L0020,DTO014.paper,DTO013.paper,NQSC014,2018,extraction_waves/dynamics_tomography_wave_v0/text/1812.09329v2/main.bbl:54,[redacted_for_public_release]
L0021,DTO014.paper,DTO077.paper,NQSC014,2018,extraction_waves/dynamics_tomography_wave_v0/text/1812.09329v2/main.bbl:43,[redacted_for_public_release]
L0022,DTO015.paper,DTO013.paper,NQSC015,2019,extraction_waves/dynamics_tomography_wave_v0/text/1902.05131/RBM_Lindblad_arxiv.bbl:436,[redacted_for_public_release]
L0023,DTO015.paper,OPW016.paper,NQSC015,2019,extraction_waves/dynamics_tomography_wave_v0/text/1902.05131/RBM_Lindblad_arxiv.bbl:693,[redacted_for_public_release]
L0024,OPW016.paper,DTO015.paper,NQSC016,2019,extraction_waves/optimization_pilot_wave_v0/text/1902.09483/citation_backfill_thebibliography.bbl:622,[redacted_for_public_release]
L0025,DTO019.paper,HPM010.paper,NQSC019,2019,extraction_waves/dynamics_tomography_wave_v0/text/1904.05902/citation_backfill_thebibliography.bbl:141,[redacted_for_public_release]
L0026,DTO019.paper,DTO013.paper,NQSC019,2019,extraction_waves/dynamics_tomography_wave_v0/text/1904.05902/citation_backfill_thebibliography.bbl:133,[redacted_for_public_release]
L0027,DTO019.paper,DTO077.paper,NQSC019,2019,extraction_waves/dynamics_tomography_wave_v0/text/1904.05902/citation_backfill_thebibliography.bbl:48,[redacted_for_public_release]
L0028,CSSA024.paper,FWP004.paper,NQSC024,2019,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/1909.02487/references.tex:43,[redacted_for_public_release]
L0029,CSSA024.paper,HPM011.paper,NQSC024,2019,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/1909.02487/references.tex:47,[redacted_for_public_release]
L0030,CSSA024.paper,OPW016.paper,NQSC024,2019,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/1909.02487/references.tex:41,[redacted_for_public_release]
L0031,CSSA024.paper,CSSA025.paper,NQSC024,2019,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/1909.02487/main.bbl:844,[redacted_for_public_release]
L0032,CSSA024.paper,HPM026.paper,NQSC024,2019,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/1909.02487/main.bbl:852,[redacted_for_public_release]
L0033,CSSA025.paper,HPM011.paper,NQSC025,2019,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/1909.08423/preprint.bbl:176,[redacted_for_public_release]
L0034,CSSA025.paper,CSSA024.paper,NQSC025,2019,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/1909.08423/preprint.bbl:221,[redacted_for_public_release]
L0035,CSSA025.paper,HPM026.paper,NQSC025,2019,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/1909.08423/preprint.bbl:88,[redacted_for_public_release]
L0036,HPM026.paper,HPM002.paper,NQSC026,2019,extraction_waves/high_priority_mixed_coverage_wave_v0/text/1909.12852/main.bbl:345,[redacted_for_public_release]
L0037,HPM026.paper,FWP021.paper,NQSC026,2019,extraction_waves/high_priority_mixed_coverage_wave_v0/text/1909.12852/main.bbl:265,[redacted_for_public_release]
L0038,HPM026.paper,CSSA024.paper,NQSC026,2019,extraction_waves/high_priority_mixed_coverage_wave_v0/text/1909.12852/main.bbl:191,[redacted_for_public_release]
L0039,HPM026.paper,CSSA025.paper,NQSC026,2019,extraction_waves/high_priority_mixed_coverage_wave_v0/text/1909.12852/main.bbl:201,[redacted_for_public_release]
L0040,OPW028.paper,APW001.paper,NQSC028,2019,extraction_waves/optimization_pilot_wave_v0/text/1910.11163/citation_backfill_thebibliography.bbl:435,[redacted_for_public_release]
L0041,OPW028.paper,FWP004.paper,NQSC028,2019,extraction_waves/optimization_pilot_wave_v0/text/1910.11163/citation_backfill_thebibliography.bbl:122,[redacted_for_public_release]
L0042,HPM030.paper,OPW028.paper,NQSC030,2019,extraction_waves/high_priority_mixed_coverage_wave_v0/text/1912.08828/main.bbl:759,[redacted_for_public_release]
L0043,HPM030.paper,DTO031.paper,NQSC030,2019,extraction_waves/high_priority_mixed_coverage_wave_v0/text/1912.08828/main.bbl:840,[redacted_for_public_release]
L0044,DTO031.paper,APW001.paper,NQSC031,2019,extraction_waves/dynamics_tomography_wave_v0/text/1912.08831v4/nnqs_time_evolution.bbl:83,[redacted_for_public_release]
L0045,DTO031.paper,FWP004.paper,NQSC031,2019,extraction_waves/dynamics_tomography_wave_v0/text/1912.08831v4/nnqs_time_evolution.bbl:143,[redacted_for_public_release]
L0046,DTO031.paper,HPM030.paper,NQSC031,2019,extraction_waves/dynamics_tomography_wave_v0/text/1912.08831v4/nnqs_time_evolution.bbl:170,[redacted_for_public_release]
L0047,APW034.paper,DTO013.paper,NQSC034,2020,extraction_waves/architecture_pilot_wave_v0/text/2002.02973/citation_backfill_thebibliography.bbl:418,[redacted_for_public_release]
L0048,APW034.paper,HPM026.paper,NQSC034,2020,extraction_waves/architecture_pilot_wave_v0/text/2002.02973/citation_backfill_thebibliography.bbl:955,[redacted_for_public_release]
L0049,APW034.paper,DTO077.paper,NQSC034,2020,extraction_waves/architecture_pilot_wave_v0/text/2002.02973/citation_backfill_thebibliography.bbl:584,[redacted_for_public_release]
L0050,HPM037.paper,FWP004.paper,NQSC037,2020,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2007.14282/main.bbl:270,[redacted_for_public_release]
L0051,HPM037.paper,DTO015.paper,NQSC037,2020,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2007.14282/main.bbl:348,[redacted_for_public_release]
L0052,HPM037.paper,OPW016.paper,NQSC037,2020,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2007.14282/main.bbl:323,[redacted_for_public_release]
L0053,HPM037.paper,FWP021.paper,NQSC037,2020,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2007.14282/main.bbl:360,[redacted_for_public_release]
L0054,HPM037.paper,CSSA024.paper,NQSC037,2020,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2007.14282/main.bbl:378,[redacted_for_public_release]
L0055,HPM037.paper,CSSA025.paper,NQSC037,2020,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2007.14282/main.bbl:391,[redacted_for_public_release]
L0056,HPM037.paper,HPM026.paper,NQSC037,2020,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2007.14282/main.bbl:399,[redacted_for_public_release]
L0057,DTO040.paper,HPM003.paper,NQSC040,2020,extraction_waves/dynamics_tomography_wave_v0/text/2008.03240/qst-cgan-arXiv_v2.bbl:1038,[redacted_for_public_release]
L0058,DTO040.paper,HPM007.paper,NQSC040,2020,extraction_waves/dynamics_tomography_wave_v0/text/2008.03240/qst-cgan-arXiv_v2.bbl:1013,[redacted_for_public_release]
L0059,DTO040.paper,HPM010.paper,NQSC040,2020,extraction_waves/dynamics_tomography_wave_v0/text/2008.03240/qst-cgan-arXiv_v2.bbl:815,[redacted_for_public_release]
L0060,DTO040.paper,DTO013.paper,NQSC040,2020,extraction_waves/dynamics_tomography_wave_v0/text/2008.03240/qst-cgan-arXiv_v2.bbl:754,[redacted_for_public_release]
L0061,DTO040.paper,DTO019.paper,NQSC040,2020,extraction_waves/dynamics_tomography_wave_v0/text/2008.03240/qst-cgan-arXiv_v2.bbl:833,[redacted_for_public_release]
L0062,DTO040.paper,DTO077.paper,NQSC040,2020,extraction_waves/dynamics_tomography_wave_v0/text/2008.03240/qst-cgan-arXiv_v2.bbl:782,[redacted_for_public_release]
L0063,DTO041.paper,APW001.paper,NQSC041,2020,extraction_waves/dynamics_tomography_wave_v0/text/2009.00019/Integrated_version_for_arxiv.bbl:779,[redacted_for_public_release]
L0064,DTO041.paper,HPM003.paper,NQSC041,2020,extraction_waves/dynamics_tomography_wave_v0/text/2009.00019/Integrated_version_for_arxiv.bbl:544,[redacted_for_public_release]
L0065,DTO041.paper,FWP004.paper,NQSC041,2020,extraction_waves/dynamics_tomography_wave_v0/text/2009.00019/Integrated_version_for_arxiv.bbl:742,[redacted_for_public_release]
L0066,DTO041.paper,DTO013.paper,NQSC041,2020,extraction_waves/dynamics_tomography_wave_v0/text/2009.00019/Integrated_version_for_arxiv.bbl:519,[redacted_for_public_release]
L0067,DTO041.paper,DTO015.paper,NQSC041,2020,extraction_waves/dynamics_tomography_wave_v0/text/2009.00019/Integrated_version_for_arxiv.bbl:453,[redacted_for_public_release]
L0068,DTO041.paper,OPW016.paper,NQSC041,2020,extraction_waves/dynamics_tomography_wave_v0/text/2009.00019/Integrated_version_for_arxiv.bbl:476,[redacted_for_public_release]
L0069,DTO041.paper,HPM026.paper,NQSC041,2020,extraction_waves/dynamics_tomography_wave_v0/text/2009.00019/Integrated_version_for_arxiv.bbl:753,[redacted_for_public_release]
L0070,DTO041.paper,HPM030.paper,NQSC041,2020,extraction_waves/dynamics_tomography_wave_v0/text/2009.00019/Integrated_version_for_arxiv.bbl:554,[redacted_for_public_release]
L0071,FWP043.paper,APW001.paper,NQSC043,2020,extraction_waves/frustrated_spin_pilot_wave_v0/text/2009.14370/citation_backfill_thebibliography.bbl:71,[redacted_for_public_release]
L0072,FWP043.paper,HPM003.paper,NQSC043,2020,extraction_waves/frustrated_spin_pilot_wave_v0/text/2009.14370/citation_backfill_thebibliography.bbl:89,[redacted_for_public_release]
L0073,FWP043.paper,HPM007.paper,NQSC043,2020,extraction_waves/frustrated_spin_pilot_wave_v0/text/2009.14370/citation_backfill_thebibliography.bbl:68,[redacted_for_public_release]
L0074,FWP043.paper,DTO015.paper,NQSC043,2020,extraction_waves/frustrated_spin_pilot_wave_v0/text/2009.14370/citation_backfill_thebibliography.bbl:101,[redacted_for_public_release]
L0075,FWP043.paper,OPW016.paper,NQSC043,2020,extraction_waves/frustrated_spin_pilot_wave_v0/text/2009.14370/citation_backfill_thebibliography.bbl:95,[redacted_for_public_release]
L0076,FWP043.paper,FWP021.paper,NQSC043,2020,extraction_waves/frustrated_spin_pilot_wave_v0/text/2009.14370/citation_backfill_thebibliography.bbl:80,[redacted_for_public_release]
L0077,FWP043.paper,HPM026.paper,NQSC043,2020,extraction_waves/frustrated_spin_pilot_wave_v0/text/2009.14370/citation_backfill_thebibliography.bbl:77,[redacted_for_public_release]
L0078,CSS045.paper,FWP004.paper,NQSC045,2020,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2011.02986v2/citation_backfill_thebibliography.bbl:17,[redacted_for_public_release]
L0079,CSS045.paper,HPM011.paper,NQSC045,2020,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2011.02986v2/citation_backfill_thebibliography.bbl:8,[redacted_for_public_release]
L0080,CSS045.paper,FWP043.paper,NQSC045,2020,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2011.02986v2/citation_backfill_thebibliography.bbl:21,[redacted_for_public_release]
L0081,FWP047.paper,APW001.paper,NQSC047,2021,extraction_waves/frustrated_spin_pilot_wave_v0/text/2103.05017/draft_main.bbl:117,[redacted_for_public_release]
L0082,FWP047.paper,HPM003.paper,NQSC047,2021,extraction_waves/frustrated_spin_pilot_wave_v0/text/2103.05017/draft_main.bbl:182,[redacted_for_public_release]
L0083,FWP047.paper,FWP004.paper,NQSC047,2021,extraction_waves/frustrated_spin_pilot_wave_v0/text/2103.05017/draft_main.bbl:123,[redacted_for_public_release]
L0084,FWP047.paper,HPM007.paper,NQSC047,2021,extraction_waves/frustrated_spin_pilot_wave_v0/text/2103.05017/draft_main.bbl:142,[redacted_for_public_release]
L0085,FWP047.paper,HPM011.paper,NQSC047,2021,extraction_waves/frustrated_spin_pilot_wave_v0/text/2103.05017/draft_main.bbl:153,[redacted_for_public_release]
L0086,FWP047.paper,FWP021.paper,NQSC047,2021,extraction_waves/frustrated_spin_pilot_wave_v0/text/2103.05017/draft_main.bbl:164,[redacted_for_public_release]
L0087,FWP047.paper,OPW028.paper,NQSC047,2021,extraction_waves/frustrated_spin_pilot_wave_v0/text/2103.05017/draft_main.bbl:281,[redacted_for_public_release]
L0088,CSSA051.paper,CSSA024.paper,NQSC051,2021,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2103.12570v2/main.bbl:118,[redacted_for_public_release]
L0089,CSSA051.paper,CSSA025.paper,NQSC051,2021,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2103.12570v2/main.bbl:139,[redacted_for_public_release]
L0090,OPW053.paper,HPM026.paper,NQSC053,2021,extraction_waves/optimization_pilot_wave_v0/text/2104.11011/main.bbl:59,[redacted_for_public_release]
L0091,APW060.paper,CSSA024.paper,NQSC060,2021,extraction_waves/architecture_pilot_wave_v0/text/2109.12606/main.bbl:396,[redacted_for_public_release]
L0092,APW060.paper,CSSA025.paper,NQSC060,2021,extraction_waves/architecture_pilot_wave_v0/text/2109.12606/main.bbl:406,[redacted_for_public_release]
L0093,APW060.paper,DTO040.paper,NQSC060,2021,extraction_waves/architecture_pilot_wave_v0/text/2109.12606/main.bbl:268,[redacted_for_public_release]
L0094,NQSC069.paper,FWP004.paper,NQSC069,2021,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2112.03491/main.bbl:70,[redacted_for_public_release]
L0095,NQSC069.paper,HPM011.paper,NQSC069,2021,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2112.03491/main.bbl:101,[redacted_for_public_release]
L0096,NQSC069.paper,OPW016.paper,NQSC069,2021,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2112.03491/main.bbl:92,[redacted_for_public_release]
L0097,NQSC069.paper,HPM026.paper,NQSC069,2021,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2112.03491/main.bbl:165,[redacted_for_public_release]
L0098,NQSC071.paper,CSSA024.paper,NQSC071,2021,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2112.11957v1/DeepSets.bbl:261,[redacted_for_public_release]
L0099,NQSC071.paper,CSSA025.paper,NQSC071,2021,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2112.11957v1/DeepSets.bbl:272,[redacted_for_public_release]
L0100,NQSC071.paper,CSSA051.paper,NQSC071,2021,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2112.11957v1/DeepSets.bbl:304,[redacted_for_public_release]
L0101,DTO077.paper,HPM003.paper,NQSC077,2022,extraction_waves/dynamics_tomography_wave_v0/text/2206.06736v1/citation_backfill_thebibliography.bbl:621,[redacted_for_public_release]
L0102,DTO077.paper,HPM007.paper,NQSC077,2022,extraction_waves/dynamics_tomography_wave_v0/text/2206.06736v1/citation_backfill_thebibliography.bbl:474,[redacted_for_public_release]
L0103,DTO077.paper,HPM010.paper,NQSC077,2022,extraction_waves/dynamics_tomography_wave_v0/text/2206.06736v1/citation_backfill_thebibliography.bbl:491,[redacted_for_public_release]
L0104,DTO077.paper,DTO013.paper,NQSC077,2022,extraction_waves/dynamics_tomography_wave_v0/text/2206.06736v1/citation_backfill_thebibliography.bbl:588,[redacted_for_public_release]
L0105,DTO077.paper,DTO019.paper,NQSC077,2022,extraction_waves/dynamics_tomography_wave_v0/text/2206.06736v1/citation_backfill_thebibliography.bbl:507,[redacted_for_public_release]
L0106,DTO077.paper,DTO040.paper,NQSC077,2022,extraction_waves/dynamics_tomography_wave_v0/text/2206.06736v1/citation_backfill_thebibliography.bbl:701,[redacted_for_public_release]
L0107,FWP078.paper,APW001.paper,NQSC078,2022,extraction_waves/frustrated_spin_pilot_wave_v0/text/2206.07370/main.bbl:114,[redacted_for_public_release]
L0108,FWP078.paper,HPM003.paper,NQSC078,2022,extraction_waves/frustrated_spin_pilot_wave_v0/text/2206.07370/main.bbl:42,[redacted_for_public_release]
L0109,FWP078.paper,FWP004.paper,NQSC078,2022,extraction_waves/frustrated_spin_pilot_wave_v0/text/2206.07370/main.bbl:254,[redacted_for_public_release]
L0110,FWP078.paper,HPM007.paper,NQSC078,2022,extraction_waves/frustrated_spin_pilot_wave_v0/text/2206.07370/main.bbl:54,[redacted_for_public_release]
L0111,FWP078.paper,HPM011.paper,NQSC078,2022,extraction_waves/frustrated_spin_pilot_wave_v0/text/2206.07370/main.bbl:217,[redacted_for_public_release]
L0112,FWP078.paper,FWP021.paper,NQSC078,2022,extraction_waves/frustrated_spin_pilot_wave_v0/text/2206.07370/main.bbl:108,[redacted_for_public_release]
L0113,FWP078.paper,HPM026.paper,NQSC078,2022,extraction_waves/frustrated_spin_pilot_wave_v0/text/2206.07370/main.bbl:97,[redacted_for_public_release]
L0114,FWP078.paper,APW034.paper,NQSC078,2022,extraction_waves/frustrated_spin_pilot_wave_v0/text/2206.07370/main.bbl:143,[redacted_for_public_release]
L0115,CSS080.paper,CSSA024.paper,NQSC080,2022,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2206.10021v1/main.bbl:389,[redacted_for_public_release]
L0116,CSS080.paper,HPM026.paper,NQSC080,2022,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2206.10021v1/main.bbl:356,[redacted_for_public_release]
L0117,CSS080.paper,HPM037.paper,NQSC080,2022,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2206.10021v1/main.bbl:429,[redacted_for_public_release]
L0118,CSS080.paper,NQSC071.paper,NQSC080,2022,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2206.10021v1/main.bbl:538,[redacted_for_public_release]
L0119,HPM083.paper,HPM003.paper,NQSC083,2022,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2207.14314/main.bbl:69,[redacted_for_public_release]
L0120,HPM083.paper,HPM011.paper,NQSC083,2022,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2207.14314/main.bbl:77,[redacted_for_public_release]
L0121,HPM083.paper,DTO013.paper,NQSC083,2022,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2207.14314/main.bbl:59,[redacted_for_public_release]
L0122,HPM083.paper,HPM026.paper,NQSC083,2022,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2207.14314/main.bbl:103,[redacted_for_public_release]
L0123,HPM083.paper,APW034.paper,NQSC083,2022,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2207.14314/main.bbl:10,[redacted_for_public_release]
L0124,HPM083.paper,DTO077.paper,NQSC083,2022,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2207.14314/main.bbl:52,[redacted_for_public_release]
L0125,OPW085.paper,HPM026.paper,NQSC085,2022,extraction_waves/optimization_pilot_wave_v0/text/2208.05637/main.bbl:19,[redacted_for_public_release]
L0126,OPW085.paper,APW034.paper,NQSC085,2022,extraction_waves/optimization_pilot_wave_v0/text/2208.05637/main.bbl:82,[redacted_for_public_release]
L0127,OPW085.paper,APW060.paper,NQSC085,2022,extraction_waves/optimization_pilot_wave_v0/text/2208.05637/main.bbl:25,[redacted_for_public_release]
L0128,APW090.paper,HPM011.paper,NQSC090,2022,extraction_waves/architecture_pilot_wave_v0/text/2211.13672/main_revtex.bbl:264,[redacted_for_public_release]
L0129,APW090.paper,HPM026.paper,NQSC090,2022,extraction_waves/architecture_pilot_wave_v0/text/2211.13672/main_revtex.bbl:72,[redacted_for_public_release]
L0130,APW090.paper,NQSC069.paper,NQSC090,2022,extraction_waves/architecture_pilot_wave_v0/text/2211.13672/main_revtex.bbl:261,[redacted_for_public_release]
L0131,DTO099.paper,HPM030.paper,NQSC099,2023,extraction_waves/dynamics_tomography_wave_v0/text/2303.08184v2/main.bbl:365,[redacted_for_public_release]
L0132,DTO103.paper,HPM002.paper,NQSC103,2023,extraction_waves/dynamics_tomography_wave_v0/text/2305.01078v2/main.bbl:194,[redacted_for_public_release]
L0133,DTO103.paper,DTO013.paper,NQSC103,2023,extraction_waves/dynamics_tomography_wave_v0/text/2305.01078v2/main.bbl:446,[redacted_for_public_release]
L0134,DTO103.paper,DTO031.paper,NQSC103,2023,extraction_waves/dynamics_tomography_wave_v0/text/2305.01078v2/main.bbl:876,[redacted_for_public_release]
L0135,DTO103.paper,DTO077.paper,NQSC103,2023,extraction_waves/dynamics_tomography_wave_v0/text/2305.01078v2/main.bbl:184,[redacted_for_public_release]
L0136,NQSC106.paper,HPM011.paper,NQSC106,2023,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2305.07240v3/main.bbl:94,[redacted_for_public_release]
L0137,NQSC106.paper,FWP021.paper,NQSC106,2023,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2305.07240v3/main.bbl:73,[redacted_for_public_release]
L0138,NQSC106.paper,HPM026.paper,NQSC106,2023,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2305.07240v3/main.bbl:97,[redacted_for_public_release]
L0139,NQSC106.paper,APW034.paper,NQSC106,2023,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2305.07240v3/main.bbl:76,[redacted_for_public_release]
L0140,NQSC106.paper,HPM037.paper,NQSC106,2023,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2305.07240v3/main.bbl:121,[redacted_for_public_release]
L0141,NQSC106.paper,NQSC071.paper,NQSC106,2023,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2305.07240v3/main.bbl:112,[redacted_for_public_release]
L0142,NQSC106.paper,CSS080.paper,NQSC106,2023,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2305.07240v3/main.bbl:127,[redacted_for_public_release]
L0143,NQSC106.paper,APW090.paper,NQSC106,2023,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2305.07240v3/main.bbl:186,[redacted_for_public_release]
L0144,OPW109.paper,APW001.paper,NQSC109,2023,extraction_waves/optimization_pilot_wave_v0/text/2306.16705/Manuscript.bbl:143,[redacted_for_public_release]
L0145,OPW109.paper,HPM026.paper,NQSC109,2023,extraction_waves/optimization_pilot_wave_v0/text/2306.16705/Manuscript.bbl:148,[redacted_for_public_release]
L0146,OPW109.paper,HPM030.paper,NQSC109,2023,extraction_waves/optimization_pilot_wave_v0/text/2306.16705/Manuscript.bbl:99,[redacted_for_public_release]
L0147,OPW109.paper,DTO041.paper,NQSC109,2023,extraction_waves/optimization_pilot_wave_v0/text/2306.16705/Manuscript.bbl:104,[redacted_for_public_release]
L0148,OPW109.paper,APW060.paper,NQSC109,2023,extraction_waves/optimization_pilot_wave_v0/text/2306.16705/Manuscript.bbl:154,[redacted_for_public_release]
L0149,OPW109.paper,OPW085.paper,NQSC109,2023,extraction_waves/optimization_pilot_wave_v0/text/2306.16705/Manuscript.bbl:159,[redacted_for_public_release]
L0150,DTO110.paper,DTO013.paper,NQSC110,2023,extraction_waves/dynamics_tomography_wave_v0/text/2307.01840v2/manuscript.bbl:212,[redacted_for_public_release]
L0151,DTO110.paper,APW034.paper,NQSC110,2023,extraction_waves/dynamics_tomography_wave_v0/text/2307.01840v2/manuscript.bbl:362,[redacted_for_public_release]
L0152,DTO110.paper,DTO077.paper,NQSC110,2023,extraction_waves/dynamics_tomography_wave_v0/text/2307.01840v2/manuscript.bbl:205,[redacted_for_public_release]
L0153,HPM117.paper,APW001.paper,NQSC117,2023,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:103,[redacted_for_public_release]
L0154,HPM117.paper,HPM003.paper,NQSC117,2023,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:194,[redacted_for_public_release]
L0155,HPM117.paper,HPM007.paper,NQSC117,2023,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:114,[redacted_for_public_release]
L0156,HPM117.paper,DTO013.paper,NQSC117,2023,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:142,[redacted_for_public_release]
L0157,HPM117.paper,DTO015.paper,NQSC117,2023,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:152,[redacted_for_public_release]
L0158,HPM117.paper,HPM026.paper,NQSC117,2023,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:469,[redacted_for_public_release]
L0159,HPM117.paper,APW034.paper,NQSC117,2023,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:236,[redacted_for_public_release]
L0160,HPM117.paper,APW060.paper,NQSC117,2023,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:298,[redacted_for_public_release]
L0161,HPM117.paper,DTO077.paper,NQSC117,2023,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2310.04166/main.bbl:129,[redacted_for_public_release]
