link_id,from_item_id,to_item_id,paper_id,year,evidence_location,evidence
A0021,NQSC127.paper.01,DTO099.paper,NQSC127,2024,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:1467,[redacted_for_public_release]
A0022,NQSC127.paper.01,NQSC106.paper,NQSC127,2024,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:855,[redacted_for_public_release]
A0023,NQSC127.paper.01,HPM117.paper,NQSC127,2024,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2402.11014v2/main.bbl:774,[redacted_for_public_release]
A0024,HPM129.paper,CSSA051.paper,NQSC129,2024,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2403.05249/main.bbl:241,[redacted_for_public_release]
A0025,HPM129.paper,APW090.paper,NQSC129,2024,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2403.05249/main.bbl:233,[redacted_for_public_release]
A0026,HPM129.paper,NQSC106.paper,NQSC129,2024,extraction_waves/high_priority_mixed_coverage_wave_v0/text/2403.05249/main.bbl:150,[redacted_for_public_release]
A0027,DTO134.paper,HPM007.paper,NQSC134,2024,extraction_waves/dynamics_tomography_wave_v0/text/2404.11093v4/bibrefs.bib:2107,[redacted_for_public_release]
A0028,DTO134.paper,DTO015.paper,NQSC134,2024,extraction_waves/dynamics_tomography_wave_v0/text/2404.11093v4/bibrefs.bib:1972,[redacted_for_public_release]
A0029,DTO134.paper,OPW016.paper,NQSC134,2024,extraction_waves/dynamics_tomography_wave_v0/text/2404.11093v4/bibrefs.bib:1902,[redacted_for_public_release]
A0030,DTO134.paper,HPM030.paper,NQSC134,2024,extraction_waves/dynamics_tomography_wave_v0/text/2404.11093v4/bibrefs.bib:1870,[redacted_for_public_release]
A0031,DTO134.paper,APW034.paper,NQSC134,2024,extraction_waves/dynamics_tomography_wave_v0/text/2404.11093v4/bibrefs.bib:2122,[redacted_for_public_release]
A0032,CSSA145.paper,HPM011.paper,NQSC145,2024,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:884,[redacted_for_public_release]
A0033,CSSA145.paper,DTO015.paper,NQSC145,2024,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:486,[redacted_for_public_release]
A0034,CSSA145.paper,HPM026.paper,NQSC145,2024,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:598,[redacted_for_public_release]
A0035,CSSA145.paper,HPM030.paper,NQSC145,2024,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:367,[redacted_for_public_release]
A0036,CSSA145.paper,APW034.paper,NQSC145,2024,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:136,[redacted_for_public_release]
A0037,CSSA145.paper,HPM037.paper,NQSC145,2024,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:199,[redacted_for_public_release]
A0038,CSSA145.paper,APW060.paper,NQSC145,2024,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:297,[redacted_for_public_release]
A0039,CSSA145.paper,DTO077.paper,NQSC145,2024,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:539,[redacted_for_public_release]
A0040,CSSA145.paper,CSS080.paper,NQSC145,2024,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:212,[redacted_for_public_release]
A0041,CSSA145.paper,OPW085.paper,NQSC145,2024,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:309,[redacted_for_public_release]
A0042,CSSA145.paper,DTO099.paper,NQSC145,2024,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:422,[redacted_for_public_release]
A0043,CSSA145.paper,OPW109.paper,NQSC145,2024,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:324,[redacted_for_public_release]
A0044,CSSA145.paper,HPM117.paper,NQSC145,2024,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:341,[redacted_for_public_release]
A0045,CSSA145.paper,NQSC127.paper.01,NQSC145,2024,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2408.07625v1/main.bbl:70,[redacted_for_public_release]
A0046,OPW150.paper,APW001.paper,NQSC150,2024,extraction_waves/optimization_pilot_wave_v0/text/2411.07144/main.bbl:106,[redacted_for_public_release]
A0047,OPW150.paper,HPM011.paper,NQSC150,2024,extraction_waves/optimization_pilot_wave_v0/text/2411.07144/main.bbl:196,[redacted_for_public_release]
A0048,OPW150.paper,APW034.paper,NQSC150,2024,extraction_waves/optimization_pilot_wave_v0/text/2411.07144/main.bbl:136,[redacted_for_public_release]
A0049,OPW150.paper,HPM059.paper,NQSC150,2024,extraction_waves/optimization_pilot_wave_v0/text/2411.07144/main.bbl:214,[redacted_for_public_release]
A0050,OPW150.paper,DTO077.paper,NQSC150,2024,extraction_waves/optimization_pilot_wave_v0/text/2411.07144/main.bbl:70,[redacted_for_public_release]
A0051,OPW150.paper,NQSC120.paper,NQSC150,2024,extraction_waves/optimization_pilot_wave_v0/text/2411.07144/main.bbl:190,[redacted_for_public_release]
A0052,OPW150.paper,NQSC127.paper.01,NQSC150,2024,extraction_waves/optimization_pilot_wave_v0/text/2411.07144/main.bbl:88,[redacted_for_public_release]
A0053,APW153.paper,HPM011.paper,NQSC153,2024,extraction_waves/architecture_pilot_wave_v0/text/2412.12248/draft_1.bbl:124,[redacted_for_public_release]
A0054,APW153.paper,HPM026.paper,NQSC153,2024,extraction_waves/architecture_pilot_wave_v0/text/2412.12248/draft_1.bbl:172,[redacted_for_public_release]
A0055,APW153.paper,APW034.paper,NQSC153,2024,extraction_waves/architecture_pilot_wave_v0/text/2412.12248/draft_1.bbl:118,[redacted_for_public_release]
A0056,APW153.paper,FWP047.paper,NQSC153,2024,extraction_waves/architecture_pilot_wave_v0/text/2412.12248/draft_1.bbl:58,[redacted_for_public_release]
A0057,APW153.paper,APW060.paper,NQSC153,2024,extraction_waves/architecture_pilot_wave_v0/text/2412.12248/draft_1.bbl:157,[redacted_for_public_release]
A0058,APW153.paper,NQSC106.paper,NQSC153,2024,extraction_waves/architecture_pilot_wave_v0/text/2412.12248/draft_1.bbl:229,[redacted_for_public_release]
A0059,APW153.paper,OPW109.paper,NQSC153,2024,extraction_waves/architecture_pilot_wave_v0/text/2412.12248/draft_1.bbl:186,[redacted_for_public_release]
A0060,APW153.paper,HPM117.paper,NQSC153,2024,extraction_waves/architecture_pilot_wave_v0/text/2412.12248/draft_1.bbl:162,[redacted_for_public_release]
A0061,APW153.paper,FWP122.paper,NQSC153,2024,extraction_waves/architecture_pilot_wave_v0/text/2412.12248/draft_1.bbl:135,[redacted_for_public_release]
A0062,APW153.paper,NQSC127.paper.01,NQSC153,2024,extraction_waves/architecture_pilot_wave_v0/text/2412.12248/draft_1.bbl:64,[redacted_for_public_release]
A0063,APW153.paper,CSSA145.paper,NQSC153,2024,extraction_waves/architecture_pilot_wave_v0/text/2412.12248/draft_1.bbl:165,[redacted_for_public_release]
A0064,APW153.paper,OPW150.paper,NQSC153,2024,extraction_waves/architecture_pilot_wave_v0/text/2412.12248/draft_1.bbl:96,[redacted_for_public_release]
