edge_id,graph_layer,source_node_id,target_node_id,relation_type,evidence_paper_id,evidence_year,visible_year,evidence_source_type,evidence_location,evidence_quote,confidence,is_inferred,needs_human_check,notes
CTXCLEAN.CAND.HPM.011,candidate_context,HPM059.problem.det_bottleneck,HPM129.problem.many_determinants,candidate__shared_determinant_bottleneck,NQSC129,2024,2024,introduction_context,sections/introduction.tex:19-23,[redacted_for_public_release],medium,false,true,candidate_status=possible_unreviewed; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.HPM.011; explicitness=shared_motivation_unit; review_reason=Both nodes address determinant-related bottlenecks through different formulations; preserve as candidate only.
CTXCLEAN.CAND.HPM.012,candidate_context,APW090.method.psiformer_self_attention,HPM129.problem.expensive_neural_orbitals,candidate__cites_as_neural_orbital_context,NQSC129,2024,2024,related_work_context,sections/introduction.tex:37-38,[redacted_for_public_release],medium,false,true,"candidate_status=strict_possible_unreviewed; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.HPM.012; explicitness=direct_citation_cluster; review_reason=NQSC129 situates itself among neural-orbital architecture tweaks, including self-attention, but controller should inspect exact citation role."
CTXCLEAN.CAND.HPM.013,candidate_context,HPM026.method.fermion_to_spin_rbm,HPM037.future.spin_backflow_medium_mass,candidate__cites_as_future_method_context,NQSC037,2020,2020,conclusion_citation_context,main.tex:184,[redacted_for_public_release],medium,false,true,candidate_status=strict_possible_unreviewed; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.HPM.013; explicitness=direct_citation_context; review_reason=NQSC037 cites Choo et al. in a future spin-dependent backflow sentence; exact method-role mapping needs review.
CTXCLEAN.CAND.HPM.014,candidate_context,HPM010.method.local_measurement_nn,HPM117.problem.anqs_symmetry_sampling,candidate__cites_as_application_background,NQSC117,2023,2023,introduction_citation_context,main.tex:106-107,[redacted_for_public_release],medium,false,true,candidate_status=strict_possible_unreviewed; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.HPM.014; explicitness=direct_citation_context; review_reason=NQSC117 lists tomography as an NQS application background; not a direct development edge without controller review.
CTXCLEAN.CAND.HPM.015,candidate_context,HPM003.problem.sign_problem_nonsmooth,HPM083.problem.frustrated_sign_problem,candidate__shared_frustration_sign_pressure,NQSC083,2022,2022,introduction_context,main.tex:73-75,[redacted_for_public_release],medium,false,true,"candidate_status=possible_unreviewed; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.HPM.015; explicitness=shared_motivation_unit; review_reason=Both papers identify frustrated sign structure, but the relation is broader than a strict development edge."
CTXCLEAN.CAND.CSSA.001,candidate_context,CSSA024.method.ferminet,CSSA051.method.ferminetstar,candidate__explicit_method_modification,NQSC051,2021,2021,citation_context,text/2103.12570v2/main.tex:119-127,[redacted_for_public_release],high,false,true,candidate_status=strict_possible_unreviewed; NQSC051 explicitly modifies FermiNet but controller should decide exact development edge.; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.CSSA.001; explicitness=explicit_citation_context; review_reason=Strong method-inheritance candidate from FermiNet to FermiNet*.
CTXCLEAN.CAND.CSSA.002,candidate_context,CSSA024.method.ferminet,CSSA051.method.dmc,candidate__trial_wavefunction_to_projector_refinement,NQSC051,2021,2021,citation_context,text/2103.12570v2/main.tex:97,[redacted_for_public_release],high,false,true,candidate_status=strict_possible_unreviewed; later paper uses Pfau et al. FermiNet as the trial ansatz improved by DMC.; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.CSSA.002; explicitness=explicit_citation_context; review_reason=Could become a strict relation after branch-local review.
CTXCLEAN.CAND.CSSA.003,candidate_context,CSSA025.method.paulinetsjb,CSSA051.problem.efficiency_tuning,candidate__architecture_efficiency_tradeoff,NQSC051,2021,2021,related_work_context,text/2103.12570v2/main.tex:646,[redacted_for_public_release],medium,false,true,candidate_status=possible_unreviewed; NQSC051 uses PauliNet as an efficiency/accuracy comparison point.; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.CSSA.003; explicitness=explicit_citation_context; review_reason=Relation is a comparison axis rather than direct method inheritance.
CTXCLEAN.CAND.CSSA.004,candidate_context,CSSA024.method.ferminet,CSSA025.method.paulinetsjb,candidate__parallel_deep_qmc_architecture_comparison,NQSC025,2019,2019,comparison_context,text/1909.08423/text.tex:85-88,[redacted_for_public_release],medium,false,true,candidate_status=possible_unreviewed; contemporaneous parallel-branch comparison between FermiNet and PauliNet.; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.CSSA.004; explicitness=explicit_citation_context; review_reason=Useful for FermiNet/PauliNet branch split; directionality needs human judgment.
CTXCLEAN.CAND.CSSA.005,candidate_context,CSSA024.future.projector_qmc,CSSA051.method.dmc,candidate__projector_qmc_future_path,NQSC051,2021,2021,method_context,text/2103.12570v2/main.tex:119,[redacted_for_public_release],medium,true,true,"candidate_status=possible_unreviewed; NQSC024 explicitly mentioned projector QMC trial-wavefunction use and NQSC051 realizes a DMC variant, but relation is synthesized across papers.; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.CSSA.005; explicitness=shared_motivation_unit; review_reason=Candidate captures a future-work-to-method trajectory; needs review before strict upgrade."
CTXCLEAN.CAND.CSSA.006,candidate_context,CSSA145.problem.peaked_hamiltonian,CSSA170.problem.scalability_barriers,candidate__sampling_memory_scalability_continuation,NQSC170,2025,2025,problem_context,text/2506.23809v1/sec/intro.tex:6,[redacted_for_public_release],medium,true,true,"candidate_status=possible_unreviewed; both papers elevate sampling and memory as core quantum-chemistry NQS bottlenecks, but NQSC170 does not text-cite NQSC145.; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.CSSA.006; explicitness=shared_motivation_unit; review_reason=Shared pressure likely useful for sampling branch trajectory but not strict."
CTXCLEAN.CAND.CSSA.007,candidate_context,CSSA145.method.gpu_compression,CSSA170.method.cache_optimization,candidate__memory_layout_to_cache_management,NQSC170,2025,2025,method_context,text/2506.23809v1/sec/innovation.tex:220-227,[redacted_for_public_release],medium,true,true,"candidate_status=weak_possible_unreviewed; both address memory footprint in NQS chemistry implementations, but mechanisms differ and direct citation is absent.; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.CSSA.007; explicitness=parallel_branch_response; review_reason=Preserve as a possible implementation-pressure relation only."
CTXCLEAN.CAND.CSSA.008,candidate_context,CSSA145.method.local_energy_surrogate,CSSA170.method.energy_parallelism,candidate__local_energy_bottleneck_parallelization,NQSC170,2025,2025,method_context,text/2506.23809v1/sec/innovation.tex:138-146,[redacted_for_public_release],medium,true,true,"candidate_status=possible_unreviewed; both papers attack local-energy cost in molecular NQS, one algorithmically via sampled subspace and one via parallelization.; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.CSSA.008; explicitness=shared_motivation_unit; review_reason=Good candidate for local-energy bottleneck branch linking."
CTXCLEAN.CAND.CSSA.009,candidate_context,CSSA145.method.sampling_without_replacement,CSSA170.method.sampling_parallelism,candidate__sampling_control_to_hpc_parallel_sampling,NQSC170,2025,2025,problem_context,text/2506.23809v1/sec/innovation.tex:5-16,[redacted_for_public_release],low,true,true,"candidate_status=weak_possible_unreviewed; both manage unique-sample growth, but NQSC170 uses a different HPC strategy and does not cite NQSC145 in text.; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.CSSA.009; explicitness=parallel_branch_response; review_reason=Weak relation; keep for human review only."
CTXCLEAN.CAND.NQSC106.NQSC071.001,candidate_context,NQSC071.method.periodic_fourier_coordinates,NQSC106.method.mp_nqs_backflow,candidate__reuses_method_component,NQSC106,2023,2023,cited_method,text/2305.07240v3/main.tex:170,[redacted_for_public_release],high,false,true,"candidate_status=strict_possible_unreviewed; NQSC106 directly cites Pescia et al. for periodic surrogate coordinates used inside the MP-NQS feature map; kept as candidate for controller review rather than worker-local strict cross-paper edge.; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.NQSC106.NQSC071.001; explicitness=cited_method; review_reason=Direct citation-context appears sufficient for possible strict promotion, but cross-paper strict edges are reserved for central review."
CTXCLEAN.CAND.NQSC164.NQSC069.001,candidate_context,NQSC069.method.full_determinant_ferminet,NQSC164.problem.full_det_spin_relation,candidate__cites_as_problem_context,NQSC164,2025,2025,cited_intro,text/2506.00155v3/6_resubmit/main-update-w-supp.tex:89,[redacted_for_public_release],high,false,true,candidate_status=strict_possible_unreviewed; NQSC164 explicitly cites Lin et al. full-determinant work when motivating the unresolved relationship between full determinants and other quantum chemistry ansatzes.; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.NQSC164.NQSC069.001; explicitness=cited_intro; review_reason=Direct citation-context can likely support a strict developmental edge after bibliography/source-node reconciliation.
CTXCLEAN.CAND.NQSC164.NQSC106.001,candidate_context,NQSC106.result.parameter_reduction_accuracy,NQSC164.problem.full_det_spin_relation,candidate__field_frontier_alignment,NQSC164,2025,2025,cited_intro,text/2506.00155v3/6_resubmit/main-update-w-supp.tex:85,[redacted_for_public_release],medium,false,true,"candidate_status=possible_unreviewed; NQSC164 cites the MP-NQS/message-passing line as part of the frontier context for studying determinant/spin expressivity, but the quote is a broad citation cluster.; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.NQSC164.NQSC106.001; explicitness=cited_intro; review_reason=Broad citation cluster does not isolate a specific NQSC106 claim; keep candidate unless bibliography context supports a stronger link."
CTXCLEAN.CAND.CSSC.003,candidate_context,APW034.method.rnn_wavefunction_autoregressive,CSS045.problem.autoregressive_symmetry_tradeoff,candidate__exposes_symmetry_tradeoff_in_autoregressive_sampling,NQSC045,2020,2020,method_family_context,text/2011.02986v2/main_physrev.tex:81,[redacted_for_public_release],medium,false,true,"candidate_status=weak_possible_unreviewed; NQSC045 discusses autoregressive exact sampling and symmetry difficulties, but the cited Sharir autoregressive paper is not mapped to APW034 exactly.; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.CSSC.003; explicitness=method_family_context; review_reason=Preserve only as broad architecture-family pressure unless controller maps the exact autoregressive source."
CTXCLEAN.CAND.CSSC.006,candidate_context,HPM037.method.deep_sets_correlator,CSS080.method.hidden_nucleon_ansatz,candidate__extends_nuclear_vmc_method,NQSC080,2022,2022,direct_citation_context,text/2206.10021v1/main.tex:60,[redacted_for_public_release],medium,false,true,"candidate_status=strict_possible_unreviewed; NQSC080 directly couples its ansatz with the prior Adams/Gnech nuclear VMC method, but exact source-node granularity should be reviewed.; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.CSSC.006; explicitness=direct_method_context; review_reason=Likely strict after retargeting to the exact prior VMC node and citation context."
CTXCLEAN.CAND.NQSC127.003,candidate_context,CSSA024.paper,CSSA025.paper,candidate__adds_physical_priors_to_backflow_ansatz,NQSC127,2024,2024,review_summary_context,text/2402.11014v2/main.tex:635,[redacted_for_public_release],medium,false,true,"candidate_status=strict_possible_unreviewed; review explicitly contrasts PauliNet with neural-backflow/FermiNet-style parametrization by added cusp/Jastrow physical priors.; auto_retargeted_source_node_id_from=NQSC024.paper; auto_retargeted_target_node_id_from=NQSC025.paper; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.NQSC127.003; explicitness=frontier_summary; review_reason=Review context indicates a development relation, but upgrade should inspect original PauliNet/FermiNet papers and exact node mapping."
CTXCLEAN.CAND.NQSC127.004,candidate_context,CSSA024.paper,APW090.paper,candidate__architecture_escalation,NQSC127,2024,2024,review_summary_context,text/2402.11014v2/main.tex:635,[redacted_for_public_release],medium,false,true,"candidate_status=possible_unreviewed; review places self-attention/Psiformer-style backflow after FermiNet/PauliNet molecular backflow successes, but does not prove direct inheritance from NQSC024 alone.; auto_retargeted_source_node_id_from=NQSC024.paper; auto_retargeted_target_node_id_from=NQSC090.paper; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.NQSC127.004; explicitness=frontier_summary; review_reason=Preserve as architecture-escalation candidate; human/controller should verify target paper and citation role."
CTXCLEAN.CAND.QUARANTINED.E.NQSC127.013,candidate_context,NQSC127.paper.01,NQSC127.method.06,candidate__paper_reports_result,NQSC127,2024,2024,fermionic_review_context,text/2402.11014v2/main.tex:631-635,[redacted_for_public_release],medium,false,true,"candidate_status=strict_quarantined_unreviewed; original_edge_id=E.NQSC127.013; review summary over multiple cited works; keep cross-paper claims as candidates; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.QUARANTINED.E.NQSC127.013; explicitness=worker_marked_needs_review_or_non_strict; review_reason=This row was submitted as a strict edge but had needs_human_check=true, is_inferred=true, or non-evidence graph_layer; merge script quarantined it into candidate layer."
CTXCLEAN.CAND.DTO.001,candidate_context,DTO013.method.ic_povm_distribution,DTO014.method.qucumber_rbm_projective,candidate__generative_tomography_to_qucumber_package,NQSC014,2018,2018,citation_context,text/1812.09329v2/main.tex:113-115,[redacted_for_public_release],high,false,true,"candidate_status=strict_possible_unreviewed; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.DTO.001; explicitness=explicit_citation_context; review_reason=QuCumber follows the RBM/generative tomography lineage, but controller review should set exact relation type."
CTXCLEAN.CAND.DTO.002,candidate_context,DTO013.method.generative_model_distribution,DTO040.method.cgan_density_layers,candidate__generative_tomography_architecture_escalation,NQSC040,2020,2020,introduction_context,text/2008.03240/qst-cgan-arXiv_v2.tex:140-146,[redacted_for_public_release],medium,false,true,"candidate_status=possible_unreviewed; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.DTO.002; explicitness=shared_method_family; review_reason=Both papers cast QST as generative modeling, but QST-CGAN is not yet reviewed as a direct extension of NQSC013."
CTXCLEAN.CAND.DTO.003,candidate_context,DTO019.method.dnn_filter,DTO040.result.experiment_spam,candidate__experimental_nn_tomography_spam_continuation,NQSC040,2020,2020,experiment_context,text/2008.03240/qst-cgan-arXiv_v2.tex:244-254,[redacted_for_public_release],medium,false,true,"candidate_status=possible_unreviewed; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.DTO.003; explicitness=shared_experimental_pressure; review_reason=Both papers use neural tomography around experimental/SPAM noise, but the relation is a broad experimental-pressure continuation."
CTXCLEAN.CAND.DTO.004,candidate_context,DTO015.method.rbm_density_matrix,DTO041.method.spin_bibase_rbm,candidate__open_system_rbm_to_liouvillian_gap,NQSC041,2020,2020,introduction_context,text/2009.00019/Integrated_version_for_arxiv.tex:141-145,[redacted_for_public_release],high,false,true,candidate_status=strict_possible_unreviewed; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.DTO.004; explicitness=explicit_citation_context; review_reason=The Liouvillian-gap paper cites neural density-matrix open-system work before proposing an RBM gap method.
CTXCLEAN.CAND.DTO.009,candidate_context,DTO063.design_principle.monitor_observables,DTO110.evaluation.energy_infidelity_scaling,candidate__multi_metric_tomography_evaluation_axis,NQSC110,2023,2023,scaling_context,text/2307.01840v2/manuscript.tex:260-269,[redacted_for_public_release],medium,true,true,"candidate_status=possible_unreviewed; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.DTO.009; explicitness=shared_evaluation_axis; review_reason=Both tomography papers stress that reconstruction quality depends on multiple diagnostics, but this is not a direct citation edge."
CTXCLEAN.CAND.DTO.010,candidate_context,DTO103.method.shadows_infidelity_loss,DTO201.problem.pointwise_qst_retraining,candidate__shadow_tomography_to_parametric_tomography_contrast,NQSC201,2026,2026,introduction_context,text/2601.20950v1/main.tex:189-194,[redacted_for_public_release],low,true,true,candidate_status=weak_possible_unreviewed; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.DTO.010; explicitness=field_frontier_alignment; review_reason=Parametric tomography answers a different scaling axis than shadow tomography; preserve only as a weak frontier relation.
CTXCLEAN.CAND.DTO.011,candidate_context,DTO110.method.ndo_povm_comparison,DTO201.method.hyperrbm_film,candidate__tomography_encoding_comparison_to_parametric_family,NQSC201,2026,2026,theory_context,text/2601.20950v1/main.tex:217-225,[redacted_for_public_release],medium,false,true,"candidate_status=possible_unreviewed; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.DTO.011; explicitness=shared_encoding_axis; review_reason=Mixed-state encoding comparison and HyperRBM parametric encoding are related tomography scaling axes, not yet strict."
CTXCLEAN.CAND.DTO.012,candidate_context,DTO013.problem.scalable_density_elusive,DTO201.method.conditional_distribution,candidate__pointwise_reconstruction_to_phase_diagram_family,NQSC201,2026,2026,abstract/introduction,text/2601.20950v1/main.tex:151-198,[redacted_for_public_release],medium,false,true,candidate_status=possible_unreviewed; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.DTO.012; explicitness=problem_to_method_axis; review_reason=HyperRBM turns scalable tomography from single-point reconstruction into a conditional phase-diagram learning problem.
CTXCLEAN.CAND.DTO.005,candidate_context,DTO015.method.rbm_density_matrix,DTO134.method.nqs_dqme_dissipatons,candidate__markovian_density_matrix_to_nonmarkovian_dqme,NQSC134,2024,2024,introduction_context,text/2404.11093v4/main.tex:187-206,[redacted_for_public_release],high,false,true,candidate_status=strict_possible_unreviewed; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.DTO.005; explicitness=explicit_limitation_response; review_reason=NQS-DQME presents non-Markovian memory as going beyond prior Markovian open-system NQS; exact cited source needs controller review.
CTXCLEAN.CAND.DTO.006,candidate_context,DTO031.problem.sr_pseudoinverse,DTO178.problem.strong_quench_instability,candidate__tdvp_numerical_instability_lineage,NQSC178,2025,2025,introduction_context,text/2507.17421v2/1_introduction_v4.tex:1-7,[redacted_for_public_release],high,false,true,candidate_status=strict_possible_unreviewed; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.DTO.006; explicitness=explicit_citation_context; review_reason=NQSC178 directly discusses TDVP instability mechanisms in a lineage that includes prior real-time NQS work.
CTXCLEAN.CAND.DTO.007,candidate_context,DTO031.method.implicit_midpoint,DTO175.method.s_nqs_chebyshev,candidate__implicit_time_step_to_continuous_time_parametrization,NQSC175,2025,2025,motivation_context,text/2507.08418v4/main_clean.tex:109-124,[redacted_for_public_release],medium,false,true,"candidate_status=possible_unreviewed; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.DTO.007; explicitness=shared_dynamics_motivation; review_reason=Both methods address stability and time parametrization in NQS dynamics, but direct method inheritance has not been reviewed."
CTXCLEAN.CAND.DTO.008,candidate_context,DTO031.method.implicit_midpoint,DTO178.result.implicit_adaptive_recovers,candidate__implicit_integration_as_stability_response,NQSC178,2025,2025,discussion_context,text/2507.17421v2/4_discussion_v4.tex:1-7,[redacted_for_public_release],medium,false,true,candidate_status=possible_unreviewed; candidate_context_only=true; clean_candidate_context=true; original_candidate_id=CAND.DTO.008; explicitness=shared_method_axis; review_reason=NQSC178 supports implicit/adaptive integration as a response to stiffness; relation to the midpoint paper should be reviewed.
